source_id,title,publisher,url,pub_date,date_status,source_type,tier,origin
SRC-024,Indonesia Launches Public Consultation on National AI Roadmap and Ethics Guidelines - BABL AI,Babl,https://babl.ai/indonesia-launches-public-consultation-on-national-ai-roadmap-and-ethics-guidelines,,unknown,other,context,backfill
SRC-025,russia updates national ai strategy,Babl,https://babl.ai/russia-updates-national-ai-strategy,,unknown,other,context,backfill
SRC-026,Mic,MIC (VN),https://beta-en.mic.gov.vn/first-ever-law-on-artificial-intelligence-approved-197251215231241888.htm,,unknown,official_gov,primary,backfill
SRC-027,Mobley v. Workday and AI Discrimination | Black Pre-Law Society,Columbia,https://blackprelaw.studentgroups.columbia.edu/news/mobley-v-workday-and-ai-discrimination,,unknown,other,context,backfill
SRC-028,AI Ethics and Accountability Bill 2025 Explained,Ipleaders,https://blog.ipleaders.in/ai-ethics-and-accountability-bill-2025-indias-first-dedicated-ai-bill-explained,,unknown,other,context,backfill
SRC-029,Duanemorris,Duanemorris,https://blogs.duanemorris.com/duanemorrisandselvam/2026/03/03/singapores-digital-ai-governance-a-pro-innovation-framework-driven-model,2026-03-03,from_url,law_firm_analysis,secondary,backfill
SRC-030,Duane Morris Vietnam,Duanemorris,https://blogs.duanemorris.com/vietnam/2026/03/03/vietnam-the-first-law-on-artificial-intelligence-what-you-must-know,2026-03-03,from_url,law_firm_analysis,secondary,backfill
SRC-031,Microsoft Blogs,Microsoft,https://blogs.microsoft.com/blog/2024/03/19/mustafa-suleyman-deepmind-and-inflection-co-founder-joins-microsoft-to-lead-copilot,2024-03-19,from_url,other,context,backfill
SRC-032,Digital Empires: The Global Battle to Regulate Technology - Anu Bradford - Google Books,Google,https://books.google.com/books/about/Digital_Empires.html?id=PwTOEAAAQBAJ,,unknown,other,context,backfill
SRC-033,Kenya: Unveiling of the National AI Strategy 2025-2030 - A bold step into the future | Bowmans,Bowmanslaw,https://bowmanslaw.com/insights/kenya-unveiling-of-the-national-ai-strategy-2025-2030-a-bold-step-into-the-future,,unknown,law_firm_analysis,secondary,backfill
SRC-034,Built In,Builtin,https://builtin.com/articles/what-is-thinking-machines-lab,,unknown,other,context,backfill
SRC-035,Chile’s Artificial Intelligence Regulation Bill Advances to the Senate - CADE – Civil Society Alliances for Digital Empowerment,Cadeproject,https://cadeproject.org/updates/chiles-artificial-intelligence-regulation-bill-advances-to-the-senate,,unknown,other,secondary,backfill
SRC-036,Capital Research Center,Capitalresearch,https://capitalresearch.org/article/profits-and-nonprofits-the-odd-evolution-of-openai,,unknown,other,context,backfill
SRC-037,Captain Compliance,Captaincompliance,https://captaincompliance.com/education/legal-remedies-in-mexico-under-the-new-transparency-and-data-protection-framework,,unknown,other,context,backfill
SRC-038,"The UAE’s AI Governance Laws: PDPL, DIFC Rules, and Human-Centric Principles - Captain Compliance",Captaincompliance,https://captaincompliance.com/education/uaes-ai-governance-laws-pdpl-difc-rules-and-human-centric-principles,,unknown,other,context,backfill
SRC-039,Carnegie,Carnegie,https://carnegie.ru/commentary/82422,,unknown,other,secondary,backfill
SRC-040,Carnegie Endowment for International Peace,Carnegie,https://carnegieendowment.org/research/2024/08/china-artificial-intelligence-ai-safety-regulation?lang=en&center=china,2024-08-01,from_url-month,other,secondary,backfill
SRC-041,India’s Advance on AI Regulation | Carnegie Endowment for International Peace,Carnegie,https://carnegieendowment.org/research/2024/11/indias-advance-on-ai-regulation?lang=en,2024-11-01,from_url-month,other,secondary,backfill
SRC-042,DeepSeek and Other Chinese Firms Converge with Western Companies on AI Promises | Carnegie Endowment for International Peace,Carnegie,https://carnegieendowment.org/research/2025/01/deepseek-and-other-chinese-firms-converge-with-western-companies-on-ai-promises,2025-01-01,from_url-month,other,secondary,backfill
SRC-043,How Some of China’s Top AI Thinkers Built Their Own AI Safety Institute | Carnegie Endowment for International Peace,Carnegie,https://carnegieendowment.org/research/2025/06/how-some-of-chinas-top-ai-thinkers-built-their-own-ai-safety-institute?lang=en,2025-06-01,from_url-month,other,secondary,backfill
SRC-044,Carnegie Endowment for International Peace,Carnegie,https://carnegieendowment.org/research/2025/10/how-china-views-ai-risks-and-what-to-do-about-them,2025-10-01,from_url-month,other,secondary,backfill
SRC-045,"Amendment Decree on Transparency, Access to Public Information and Personal Data Protection – Cacheaux, Cavazos & Newton",Ccn Law,https://ccn-law.com/en/amendment-decree-on-transparency-access-to-public-information-and-personal-data-protection,,unknown,other,context,backfill
SRC-046,AI Seoul Summit Stocktake: Reflections and Projections | Centre for Emerging Technology and Security,Ac,https://cetas.turing.ac.uk/publications/ai-seoul-summit-stocktake-reflections-and-projections,,unknown,other,context,backfill
SRC-047,AI in UAE: The Legal Blueprint That's Reshaping Tech Compliance in 2025 | Article | Chambers and Partners,Chambers,https://chambers.com/articles/ai-in-uae-the-legal-blueprint-thats-reshaping-tech-compliance-in-2025,,unknown,other,secondary,backfill
SRC-048,bill regulating artificial intelligence introduced to congress,Chambers,https://chambers.com/articles/bill-regulating-artificial-intelligence-introduced-to-congress,,unknown,other,secondary,backfill
SRC-049,CIO Africa,Cioafrica,https://cioafrica.co/ai-data-privacy-cybersecurity-to-drive-it-sector-in-2025,,unknown,other,context,backfill
SRC-050,Civil Rights Litigation Clearinghouse,Clearinghouse,https://clearinghouse.net/case/44074,,unknown,other,context,backfill
SRC-051,Climate Action Tracker,Climateactiontracker,https://climateactiontracker.org/countries/rating-system,,unknown,other,context,backfill
SRC-052,Climate Action Tracker,Climateactiontracker,https://climateactiontracker.org/documents/1348/CAT_2025-11-13_GlobalUpdate_COP30.pdf,,unknown,other,context,backfill
SRC-053,Enforcement Tracker Report Overview of GDPR Fines,CMS,https://cms.law/en/deu/legal-updates/Enforcement-Tracker-Report-Overview-of-GDPR-Fines,,unknown,law_firm_analysis,secondary,backfill
SRC-054,AI laws and regulations in Brazil| CMS Expert Guide,CMS,https://cms.law/en/int/expert-guides/ai-regulation-scanner/brazil,,unknown,law_firm_analysis,secondary,backfill
SRC-055,AI laws and regulations in Chile| CMS Expert Guide,CMS,https://cms.law/en/int/expert-guides/ai-regulation-scanner/chile,,unknown,law_firm_analysis,secondary,backfill
SRC-056,AI laws and regulations in Switzerland| CMS Expert Guide,CMS,https://cms.law/en/int/expert-guides/ai-regulation-scanner/switzerland,,unknown,law_firm_analysis,secondary,backfill
SRC-057,united arab emirates,CMS,https://cms.law/en/int/expert-guides/ai-regulation-scanner/united-arab-emirates,,unknown,law_firm_analysis,secondary,backfill
SRC-058,numbers and figures,CMS,https://cms.law/en/int/publication/GDPR-Enforcement-Tracker-Report/numbers-and-figures,,unknown,law_firm_analysis,secondary,backfill
SRC-059,executive summary,CMS,https://cms.law/en/mkd/publication/gdpr-enforcement-tracker-report/executive-summary,,unknown,law_firm_analysis,secondary,backfill
SRC-060,executive summary,CMS,https://cms.law/en/rou/publication/gdpr-enforcement-tracker-report/executive-summary,,unknown,law_firm_analysis,secondary,backfill
SRC-061,Introducing Cohere’s Secure AI Frontier Model Framework,Cohere,https://cohere.com/blog/secure-model-framework,,unknown,official_gov,primary,backfill
SRC-062,Cohere's Secure AI Frontier Model Framework,Cohere,https://cohere.com/security/the-cohere-secure-ai-frontier-model-framework-february-2025.pdf,,unknown,official_gov,primary,backfill
SRC-063,The Cohere Secure AI Frontier Model Framework,Cohere,https://cohere.com/security/the-cohere-secure-ai-frontier-model-framework-february-2025.pdf?b60bd69c_page=2,,unknown,official_gov,primary,backfill
SRC-064,Colorado AI Act News,Coloradoaiact,https://coloradoaiact.news/colorado-ai-act-vs-texas-traiga-key-differences,,unknown,other,context,backfill
SRC-065,Complete AI Training,Completeaitraining,https://completeaitraining.com/news/indonesia-pushes-back-ai-roadmap-to-early-2026-ethics-first,,unknown,other,context,backfill
SRC-066,Complete AI Training,Completeaitraining,https://completeaitraining.com/news/indonesia-to-regulate-ai-with-new-presidential-regulation,,unknown,other,context,backfill
SRC-067,Crypto Briefing,Cryptobriefing,https://cryptobriefing.com/google-synthid-watermarking-openai-partnerships,,unknown,other,context,backfill
SRC-068,fefe1 russia sberbank to unveil reasoning llm,Cryptorank,https://cryptorank.io/news/feed/fefe1-russia-sberbank-to-unveil-reasoning-llm,,unknown,other,context,backfill
SRC-069,anu bradford,Harvard,https://cyber.harvard.edu/people/anu-bradford,,unknown,other,context,backfill
SRC-070,New Pathway of Regulating Artificial Intelligence in Switzerland: Competitive Edge or Challenge? | Data Matters Privacy Blog,Sidley,https://datamatters.sidley.com/2025/04/07/new-pathway-of-regulating-artificial-intelligence-in-switzerland-competitive-edge-or-challenge,2025-04-07,from_url,other,context,backfill
SRC-071,does ilya sutskevers safe superintelligence,Substack,https://davefriedman.substack.com/p/does-ilya-sutskevers-safe-superintelligence,,unknown,other,context,backfill
SRC-072,Israel's Policy on Artificial Intelligence Regulation and Ethics | Digital Watch Observatory,Dig,https://dig.watch/resource/israels-policy-on-artificial-intelligence-regulation-and-ethics,,unknown,other,context,backfill
SRC-073,Hiroshima Process International Code of Conduct for Advanced AI Systems | Shaping Europe’s digital future,European Commission,https://digital-strategy.ec.europa.eu/en/library/hiroshima-process-international-code-conduct-advanced-ai-systems,,unknown,official_gov,primary,backfill
SRC-074,Guidelines for providers of general-purpose AI models | Shaping Europe’s digital future,European Commission,https://digital-strategy.ec.europa.eu/en/policies/guidelines-gpai-providers,,unknown,official_gov,primary,backfill
SRC-075,AI Act | Shaping Europe's digital future - European Union,European Commission,https://digital-strategy.ec.europa.eu/en/policies/regulatory-framework-ai,,unknown,official_gov,primary,backfill
SRC-076,AI Regulation Chile 2025: Key Rules & Compliance Guide,Nemko,https://digital.nemko.com/regulations/ai-regulation-chile,,unknown,other,secondary,backfill
SRC-077,Nemko Group AS,Nemko,https://digital.nemko.com/regulations/ai-regulation-in-south-africa,,unknown,other,secondary,backfill
SRC-078,Nemko Group AS,Nemko,https://digital.nemko.com/regulations/ai-regulation-in-turkey,,unknown,other,secondary,backfill
SRC-079,AI Regulation Israel 2025: Key Principles & Compliance ...,Nemko,https://digital.nemko.com/regulations/ai-regulation-israel,,unknown,other,secondary,backfill
SRC-080,Nemko Group AS,Nemko,https://digital.nemko.com/regulations/ai-regulation-japan,,unknown,other,secondary,backfill
SRC-081,UAE AI Regulation 2025: Key Federal & DIFC Rules Explained,Nemko,https://digital.nemko.com/regulations/uae-ai-regulations,,unknown,other,secondary,backfill
SRC-082,Draft legislation to implement the Council of Europe ...,Digital,https://digital.swiss/en/action-plan/measures/draft-legislation-to-implement-the-council-of-europe-framework-convention-on-artificial-intelligence-and-human-rights,,unknown,other,context,backfill
SRC-083,Design requirements in Bill regulating Artificial Intelligence ...,Digital Policy Alert,https://digitalpolicyalert.org/change/9657-draft-law-on-ai-regulation,,unknown,ngo_index,secondary,backfill
SRC-084,Chile: Introduced Bill regulating Artificial Intelligence systems (Nr. 16821-19) including data protection requirements - Digital Policy Alert,Digital Policy Alert,https://digitalpolicyalert.org/event/19946-introduced-draft-law-regulating-artificial-intelligence-into-parliament,,unknown,ngo_index,secondary,backfill
SRC-085,Digital Policy Alert,Digital Policy Alert,https://digitalpolicyalert.org/event/21970-published-ncair-national-artificial-intelligence-strategy,,unknown,ngo_index,secondary,backfill
SRC-086,Digital Policy Alert,Digital Policy Alert,https://digitalpolicyalert.org/event/25904-adopted-chinese-cyberspace-administration-registration-of-generative-ai-services,,unknown,ngo_index,secondary,backfill
SRC-087,"Ministry of Information, Communications and the Digital Economy published Artificial Intelligence Strategy 2025-2030",Digital Policy Alert,https://digitalpolicyalert.org/event/28710-government-released-kenya-artificial-intelligence-strategy-2025-2030,,unknown,ngo_index,secondary,backfill
SRC-088,edit,Google,https://docs.google.com/document/d/1q5JoJSIjXOIYrrUsT5DZH-_HNBLaW9bDDIN335gDX4s/edit?usp=drivesdk&ouid=101385531194725851094,,unknown,other,context,backfill
SRC-089,edit,Google,https://docs.google.com/document/d/1zHrftsTlU27EI-PYSGggKcRnepasDYpsWrWopQ5ZVb4/edit?usp=drivesdk&ouid=101385531194725851094,,unknown,other,context,backfill
SRC-090,General-Purpose AI Code of Practice,European Commission,https://ec.europa.eu/newsroom/dae/redirection/document/118119,,unknown,official_gov,primary,backfill
SRC-091,Economy Middle East,Economymiddleeast,https://economymiddleeast.com/news/aws-humain-announce-major-ai-infrastructure-deal-with-nvidia-to-boost-global-innovation,,unknown,other,context,backfill
SRC-092,Al Majalla,Majalla,https://en.majalla.com/node/328215/science-technology/humain-artificial-intelligence-saudi-imprint,,unknown,other,context,backfill
SRC-093,Indonesia Expected to Complete AI Regulations Draft This Month - Sci & Tech En.tempo.co,Tempo,https://en.tempo.co/amp/2050472/indonesia-expected-to-complete-ai-regulations-draft-this-month,,unknown,other,context,backfill
SRC-094,Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/AI_Action_Summit_2025,,unknown,tertiary,context,backfill
SRC-095,AI Safety Summit,Wikipedia,https://en.wikipedia.org/wiki/AI_Safety_Summit_2023,,unknown,tertiary,context,backfill
SRC-096,AI Seoul Summit 2024,Wikipedia,https://en.wikipedia.org/wiki/AI_Seoul_Summit_2024,,unknown,tertiary,context,backfill
SRC-097,AI safety,Wikipedia,https://en.wikipedia.org/wiki/AI_safety,,unknown,tertiary,context,backfill
SRC-098,Aguinaldo Ribeiro,Wikipedia,https://en.wikipedia.org/wiki/Aguinaldo_Ribeiro,,unknown,tertiary,context,backfill
SRC-099,Antiqua et nova,Wikipedia,https://en.wikipedia.org/wiki/Antiqua_et_nova,,unknown,tertiary,context,backfill
SRC-100,artificial intelligence,Wikipedia,https://en.wikipedia.org/wiki/Artificial_intelligence,,unknown,tertiary,context,backfill
SRC-101,Baptist,Wikipedia,https://en.wikipedia.org/wiki/Baptists,,unknown,tertiary,context,backfill
SRC-102,Brazilian Congressional Bill No. 1151,Wikipedia,https://en.wikipedia.org/wiki/Brazilian_Congressional_Bill_No._1151,,unknown,tertiary,context,backfill
SRC-103,Campina Grande,Wikipedia,https://en.wikipedia.org/wiki/Campina_Grande,,unknown,tertiary,context,backfill
SRC-104,Catholic Church,Wikipedia,https://en.wikipedia.org/wiki/Catholic_Church,,unknown,tertiary,context,backfill
SRC-105,Chamber of Deputies (Brazil),Wikipedia,https://en.wikipedia.org/wiki/Chamber_of_Deputies_(Brazil,,unknown,tertiary,context,backfill
SRC-106,Chamber of Deputies,Wikipedia,https://en.wikipedia.org/wiki/Chamber_of_Deputies_(Mexico,,unknown,tertiary,context,backfill
SRC-107,Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/Comparative_Constitutions_Project,,unknown,tertiary,context,backfill
SRC-108,Daniella,Wikipedia,https://en.wikipedia.org/wiki/Daniella_Ribeiro,,unknown,tertiary,context,backfill
SRC-109,Dicastery for Culture and Education,Wikipedia,https://en.wikipedia.org/wiki/Dicastery_for_Culture_and_Education,,unknown,tertiary,context,backfill
SRC-110,Dicastery for the Doctrine of the Faith,Wikipedia,https://en.wikipedia.org/wiki/Dicastery_for_the_Doctrine_of_the_Faith,,unknown,tertiary,context,backfill
SRC-111,Dilexit nos,Wikipedia,https://en.wikipedia.org/wiki/Dilexit_nos,,unknown,tertiary,context,backfill
SRC-112,Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/Executive_Order_14110,,unknown,tertiary,context,backfill
SRC-113,Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/Executive_Order_14179,,unknown,tertiary,context,backfill
SRC-114,Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/Framework_Convention_on_Artificial_Intelligence,,unknown,tertiary,context,backfill
SRC-115,Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/G42_(company,,unknown,tertiary,context,backfill
SRC-116,Gavin Newsom,Wikipedia,https://en.wikipedia.org/wiki/Gavin_Newsom,,unknown,tertiary,context,backfill
SRC-117,Hugo Motta,Wikipedia,https://en.wikipedia.org/wiki/Hugo_Motta,,unknown,tertiary,context,backfill
SRC-118,Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/Interim_Measures_for_the_Management_of_Generative_AI_Services,,unknown,tertiary,context,backfill
SRC-119,Latin,Wikipedia,https://en.wikipedia.org/wiki/Latin_language,,unknown,tertiary,context,backfill
SRC-120,lower house,Wikipedia,https://en.wikipedia.org/wiki/Lower_house,,unknown,tertiary,context,backfill
SRC-121,Milestone thesis,Wikipedia,https://en.wikipedia.org/wiki/Milestone_thesis,,unknown,tertiary,context,backfill
SRC-122,National Congress of Brazil,Wikipedia,https://en.wikipedia.org/wiki/National_Congress_of_Brazil,,unknown,tertiary,context,backfill
SRC-123,National Institute of Transparency for Access to Information and Personal Data Protection,Wikipedia,https://en.wikipedia.org/wiki/National_Institute_of_Transparency_for_Access_to_Information_and_Personal_Data_Protection,,unknown,tertiary,context,backfill
SRC-124,Para%C3%ADba,Wikipedia,https://en.wikipedia.org/wiki/Para%C3%ADba,,unknown,tertiary,context,backfill
SRC-125,Pilar,Wikipedia,https://en.wikipedia.org/wiki/Pilar,,unknown,tertiary,context,backfill
SRC-126,Portuguese,Wikipedia,https://en.wikipedia.org/wiki/Portuguese_language,,unknown,tertiary,context,backfill
SRC-127,Progressive Party (Brazil,Wikipedia,https://en.wikipedia.org/wiki/Progressive_Party_(Brazil,,unknown,tertiary,context,backfill
SRC-128,proportional representation,Wikipedia,https://en.wikipedia.org/wiki/Proportional_representation,,unknown,tertiary,context,backfill
SRC-129,Republicans (Brazil)),Wikipedia,https://en.wikipedia.org/wiki/Republicans_(Brazil))-,,unknown,tertiary,context,backfill
SRC-130,Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/Responsible_AI_Safety_and_Education_Act,,unknown,tertiary,context,backfill
SRC-131,Safe Superintelligence Inc,Wikipedia,https://en.wikipedia.org/wiki/Safe_Superintelligence_Inc,,unknown,tertiary,context,backfill
SRC-132,Safe and Secure Innovation for Frontier Artificial Intelligence Models Act,Wikipedia,https://en.wikipedia.org/wiki/Safe_and_Secure_Innovation_for_Frontier_Artificial_Intelligence_Models_Act,,unknown,tertiary,context,backfill
SRC-133,Senator Scott Wiener,Wikipedia,https://en.wikipedia.org/wiki/Scott_Wiener,,unknown,tertiary,context,backfill
SRC-134,Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/Thinking_Machines_Lab,,unknown,tertiary,context,backfill
SRC-135,Transparency in Frontier Artificial Intelligence Act,Wikipedia,https://en.wikipedia.org/wiki/Transparency_in_Frontier_Artificial_Intelligence_Act,,unknown,tertiary,context,backfill
SRC-136,Víctor Manuel Fernández,Wikipedia,https://en.wikipedia.org/wiki/V%C3%ADctor_Manuel_Fern%C3%A1ndez,,unknown,tertiary,context,backfill
SRC-137,Vatican City State,Wikipedia,https://en.wikipedia.org/wiki/Vatican_City_State,,unknown,tertiary,context,backfill
SRC-138,whistleblower,Wikipedia,https://en.wikipedia.org/wiki/Whistleblowing,,unknown,tertiary,context,backfill
SRC-139,Ey,Executive Yuan (TW),https://english.ey.gov.tw/News3/9E5540D592A5FECD/dfa7107b-f323-4961-a31b-873bbc12ea47,,unknown,official_gov,primary,backfill
SRC-140,"Law on Artificial Intelligence 2025, No. 134/2025/QH15",Luatvietnam,https://english.luatvietnam.vn/law-no-134-2025-qh15-dated-december-10-2025-of-the-national-assembly-on-artificial-intelligence-422299-doc1.html,,unknown,other,context,backfill
SRC-141,English SCIO,Gov,https://english.scio.gov.cn/pressroom/2025-04/09/content_117814020.html,2025-04-09,from_url,official_gov,primary,backfill
SRC-142,na passes first ever law on artificial intelligence post1252919.vov,Vov,https://english.vov.vn/en/politics/na-passes-first-ever-law-on-artificial-intelligence-post1252919.vov,,unknown,other,context,backfill
SRC-143,English.gov.cn,State Council (CN),https://english.www.gov.cn/news/202408/13/content_WS66ba9d6fc6d0868f4e8e9dd9.html,,unknown,official_gov,primary,backfill
SRC-144,Regulating AI a la Suisse: Between innovation and uncertainty - No comprehensive AI Act | EuroCloud Europe,Eurocloud,https://eurocloud.org/news/article/regulating-ai-a-la-suisse-between-innovation-and-uncertainty-no-comprehensive-ai-act,,unknown,other,context,backfill
SRC-145,The New Era of Privacy and Data Protection in Mexico: What’s Changing? | EuroCloud Europe,Eurocloud,https://eurocloud.org/news/article/the-new-era-of-privacy-and-data-protection-in-mexico-whats-changing,,unknown,other,context,backfill
SRC-146,EU Tech Loop,Eutechloop,https://eutechloop.com/ai-treaty-set-for-signing-in-vilnius-what-it-means-for-global-ai-governance,,unknown,other,context,backfill
SRC-147,Yahoo Finance,Yahoo,https://finance.yahoo.com/news/why-microsoft-surprise-deal-4-220638392.html,,unknown,other,context,backfill
SRC-148,Indonesia to Issue Presidential Regulations on AI Strategy and Ethics - Fintech News Indonesia,Fintechnews,https://fintechnews.id/109239/ai/indonesia-presidential-regulations-ai-strategy-ethics,,unknown,other,context,backfill
SRC-149,Colombia: Government Submits AI Regulation Bill to Senate (July 2025) — Fix the AI GAP,Fixtheaigap,https://fixtheaigap.com/research/policies/2026-03-20-colombia-ai-bill-senate,2026-03-20,from_url,other,secondary,backfill
SRC-150,"National Artificial Intelligence Strategy | The Federal Ministry of Communications, Innovation and Digital Economy",FMCIDE (NG),https://fmcide.gov.ng/initiative/nais,,unknown,official_gov,primary,backfill
SRC-151,Fortune,Fortune,https://fortune.com/2024/03/19/microsoft-surprise-deal-inflection-ai-mustafa-suleyman-reid-hoffman-questions,2024-03-19,from_url,news,context,backfill
SRC-152,Fortune,Fortune,https://fortune.com/2025/04/16/openai-safety-framework-manipulation-deception-critical-risk,2025-04-16,from_url,news,context,backfill
SRC-153,"The U.S. has 1,200 AI bills and no good test for any of them | Fortune",Fortune,https://fortune.com/2026/05/15/ai-policy-patchwork-state-federal-regulation-framework-sonnenfeld-marcus,2026-05-15,from_url,news,context,backfill
SRC-154,Effective Altruism Forum,Effectivealtruism,https://forum.effectivealtruism.org/posts/kMpf7nYRpTkGh2Qfa/anthropic-is-quietly-backpedalling-on-its-safety-commitments,,unknown,other,context,backfill
SRC-155,Effective Altruism Forum,Effectivealtruism,https://forum.effectivealtruism.org/posts/oB8rj43dKYNawXWSy/meta-frontier-ai-framework,,unknown,other,context,backfill
SRC-156,AI Regulation in Latin America: Overview and Emerging Trends in Key Proposals,FPF,https://fpf.org/blog/global/ai-regulation-in-latin-america-overview-and-emerging-trends-in-key-proposals,,unknown,other,secondary,backfill
SRC-157,Future of Privacy Forum,FPF,https://fpf.org/blog/understanding-japans-ai-promotion-act-an-innovation-first-blueprint-for-ai-regulation,,unknown,other,secondary,backfill
SRC-158,AI Governance in India: What US Businesses Need to Know,Gaicc,https://gaicc.org/blog/ai-governance-in-india,,unknown,other,context,backfill
SRC-159,AI in UAE: The Legal Blueprint That's Reshaping Tech Compliance in 2025 - Galadari Law,Galadarilaw,https://galadarilaw.com/news/ai-in-uae-legal,,unknown,other,context,backfill
SRC-160,METR,Github,https://github.com/METR,,unknown,other,context,backfill
SRC-161,Digital Empires - Anu Bradford - Oxford University Press,Oup,https://global.oup.com/academic/product/digital-empires-9780197649268,,unknown,other,context,backfill
SRC-162,The Extinction Of INAI: Legal And Administrative Implications For Data Protection And Transparency In Mexico - Global Law Experts,Globallawexperts,https://globallawexperts.com/the-extinction-of-inai-legal-and-administrative-implications-for-data-protection-and-transparency-in-mexico,,unknown,law_firm_analysis,secondary,backfill
SRC-163,Global Index on Responsible AI: Country Researcher Call 2025 | Grants Database,Grantsdatabase,https://grantsdatabase.org/2025/07/09/global-index-on-responsible-ai-country-researcher-call-2025,2025-07-09,from_url,other,context,backfill
SRC-164,Gulf News,Gulfnews,https://gulfnews.com/technology/she-declined-a-15-billion-offer-meet-mira-murati-the-ai-whiz-behind-tinker-1.500303161,,unknown,other,context,backfill
SRC-165,Stanford,Stanford HAI,https://hai.stanford.edu/ai-index/2026-ai-index-report/responsible-ai,,unknown,other,context,backfill
SRC-166,Stanford HAI,Stanford HAI,https://hai.stanford.edu/news/inside-the-ai-index-12-takeaways-from-the-2026-report,,unknown,other,context,backfill
SRC-167,model drop kimi k26,Substack,https://handyai.substack.com/p/model-drop-kimi-k26,,unknown,other,context,backfill
SRC-168,HyperAI,Hyper,https://hyper.ai/en/headlines/ee19928c78d48135e9dc881ab6c0a434,,unknown,other,context,backfill
